neighborhood_id,name,district,speed_peak,speed_offpeak,speed_blended
419,KAZIM KARABEKİR,ÜMRANİYE,22.94,25.81,24.34
420,KAZIM KARABEKİR PAŞA,SARIYER,37.05,45.59,40.69
421,KAZLIÇEŞME,ZEYTİNBURNU,19.59,25.52,22.39
422,KEMAL TÜRKLER,SANCAKTEPE,23.89,41.29,29.97
423,KEMALPAŞA,BAĞCILAR,20.72,35.64,26.91
424,KEMALPAŞA,FATİH,25.35,39.21,32.78
425,KEMALPAŞA,KÜÇÜKÇEKMECE,21.76,33.95,27.5
426,KEMER,ESENLER,36.56,52.51,43.72
427,KERVANSARAY,ŞİLE,79.18,78.1,78.45
428,KESTANELİK,ÇATALCA,74.93,76.74,75.41
429,KEÇECİ PİRİ,BEYOĞLU,18.34,27.71,22.03
430,KILIÇALİ PAŞA,BEYOĞLU,20.81,33.11,26.25
431,KILIÇLI,BEYKOZ,96.82,85.97,92.26
432,KINALIADA,ADALAR,53.14,60.21,56.45
433,KISIKLI,ÜSKÜDAR,24.64,39.08,30.95
434,KISIRKAYA,SARIYER,98.01,86.07,92.58
435,KIZILCA,ŞİLE,80.4,82.14,80.66
436,KIZILCAALİ,ÇATALCA,91.14,87.27,88.9
437,KOCASİNAN MERKEZ,BAHÇELİEVLER,22.35,30.05,25.51
438,KOCATAŞ,SARIYER,22.48,25.46,24.38
439,KOCATEPE,BAYRAMPAŞA,20.97,28.09,23.74
440,KOCATEPE,BEYOĞLU,20.05,26.5,23.35
441,KONAKLAR,BEŞİKTAŞ,30.87,62.96,46.68
442,KORDONBOYU,KARTAL,36.04,42.27,39.1
443,KORUCU,ŞİLE,68.9,75.65,71.87
444,KOZA,ESENYURT,34.18,47.35,40.62
445,KOZYATAĞI,KADIKÖY,23.73,54.5,36.73
446,KOÇULLU,ÇEKMEKÖY,76.75,74.13,74.05
447,KOŞUYOLU,KADIKÖY,25.85,38.0,30.17
448,KULAKSIZ,BEYOĞLU,25.91,40.55,32.54
449,KUMBABA,ŞİLE,71.6,76.46,74.67
450,KUMBURGAZ,BÜYÜKÇEKMECE,62.43,65.47,64.92
451,KUMKÖY (KİLYOS),SARIYER,43.45,44.86,44.39
452,KURFALLI,SİLİVRİ,53.14,60.21,56.45
453,KURFALLI,ŞİLE,53.14,60.21,56.45
454,KURNA,PENDİK,79.04,74.1,77.43
455,KURNA,ŞİLE,53.14,60.21,56.45
456,KURTDOĞMUŞ,PENDİK,84.06,81.77,83.79
457,KURTKÖY,PENDİK,23.29,39.3,29.98
458,KURUÇEŞME,BEŞİKTAŞ,24.07,27.52,26.17
459,KUZGUNCUK,ÜSKÜDAR,21.4,30.66,25.28
460,KUŞTEPE,ŞİŞLİ,18.82,33.0,25.51
461,KÖMÜRLÜK,ŞİLE,77.73,75.52,76.32
462,KÜLTÜR,BEŞİKTAŞ,23.17,37.9,29.04
463,KÜÇÜK AYASOFYA,FATİH,25.47,30.42,28.8
464,KÜÇÜK KILIÇLI,SİLİVRİ,74.9,67.48,72.16
465,KÜÇÜK PİYALE,BEYOĞLU,25.88,40.29,32.57
466,KÜÇÜK SİNEKLİ,SİLİVRİ,53.14,60.21,56.45
467,KÜÇÜKBAKKALKÖY,ATAŞEHİR,23.47,34.27,28.4
468,KÜÇÜKSU,ÜSKÜDAR,25.44,29.03,27.29
469,KÜÇÜKYALI MERKEZ,MALTEPE,24.71,57.3,38.76
470,KÜÇÜKÇAMLICA,ÜSKÜDAR,29.59,56.51,39.91
471,KİRAZLI,BAĞCILAR,19.13,29.02,23.17
472,KİRAZLIDERE,ÇEKMEKÖY,43.99,62.88,53.75
473,KİRAZLITEPE,ÜSKÜDAR,24.49,28.85,26.6
474,KİREÇBURNU,SARIYER,27.66,34.71,30.8
475,LEVAZIM,BEŞİKTAŞ,27.6,59.21,42.39
476,LEVENT,BEŞİKTAŞ,21.69,42.1,30.96
477,MADEN,SARIYER,21.49,31.28,25.7
478,MADENLER,ÜMRANİYE,28.14,40.87,34.32
479,MAHMUT ŞEVKET PAŞA,ŞİŞLİ,40.18,55.2,47.61
480,MAHMUTBEY,BAĞCILAR,25.91,32.28,29.27
481,MAHMUTŞEVKETPAŞA,BEYKOZ,68.72,68.4,69.06
482,MALKOÇOĞLU,SULTANGAZİ,44.32,51.88,48.37
483,MALTEPE,ZEYTİNBURNU,24.61,45.18,34.04
484,MAREŞAL FEVZİ ÇAKMAK,ARNAVUTKÖY,29.8,38.71,33.44
485,MAREŞAL ÇAKMAK,GÜNGÖREN,17.32,24.57,20.14
486,MARMARA,BEYLİKDÜZÜ,46.67,50.16,49.25
487,MASLAK,SARIYER,28.16,62.5,45.91
488,MAVİGÖL,ARNAVUTKÖY,34.2,35.69,34.98
489,MECLİS,SANCAKTEPE,44.92,58.21,52.42
490,MECİDİYE,BEŞİKTAŞ,33.17,61.75,46.63
491,MECİDİYE,SULTANBEYLİ,44.39,58.04,50.88
492,MECİDİYEKÖY,ŞİŞLİ,19.02,33.85,25.87
493,MEHMET AKİF,KÜÇÜKÇEKMECE,21.55,40.65,29.92
494,MEHMET AKİF,SULTANBEYLİ,43.81,63.28,51.94
495,MEHMET AKİF,ÇEKMEKÖY,39.34,58.0,49.34
496,MEHMET AKİF,ÜMRANİYE,28.67,46.99,36.81
497,MEHMET AKİF ERSOY,ARNAVUTKÖY,46.42,51.33,48.8
498,MEHMET AKİF ERSOY,ESENYURT,49.56,69.72,59.51
499,MEHMET AKİF ERSOY,KAĞITHANE,33.87,56.84,44.87
500,MEHMET AKİF ERSOY,ÜSKÜDAR,21.42,29.04,24.62
501,MEHMET NESİH ÖZMEN,GÜNGÖREN,24.16,37.84,30.82
502,MEHTERÇEŞME,ESENYURT,39.58,64.18,51.82
503,MENDERES,ESENLER,24.72,34.73,28.54
504,MERCAN,FATİH,16.79,24.86,20.38
505,MERDİVENKÖY,KADIKÖY,21.05,34.44,26.53
506,MERKEZ,AVCILAR,20.4,29.74,24.18
507,MERKEZ,BAĞCILAR,15.44,23.63,18.97
508,MERKEZ,BEYKOZ,42.63,46.84,44.95
509,MERKEZ,EYÜPSULTAN,23.27,35.53,28.22
510,MERKEZ,GAZİOSMANPAŞA,17.46,26.71,20.96
511,MERKEZ,GÜNGÖREN,20.0,26.18,22.69
512,MERKEZ,KAĞITHANE,29.24,41.34,35.23
513,MERKEZ,ÇEKMEKÖY,35.59,47.3,41.32
514,MERKEZ,ŞİŞLİ,22.21,39.46,29.76
515,MERKEZEFENDİ,ZEYTİNBURNU,28.87,47.85,38.15
516,MERVE,SANCAKTEPE,26.99,38.52,31.37
517,MESCİT,TUZLA,31.58,43.34,36.03
518,MEVLANA,ATAŞEHİR,26.2,56.92,40.2
519,MEVLANA,ESENYURT,41.57,63.01,52.11
520,MEVLANA,GAZİOSMANPAŞA,30.07,45.57,35.76
521,MEVLANA,SANCAKTEPE,31.75,45.26,37.33
522,MEVLANAKAPI,FATİH,27.96,44.71,35.86
523,MEŞRUTİYET,ŞİLE,72.21,81.9,76.28
524,MEŞRUTİYET,ŞİŞLİ,17.68,27.87,22.1
525,MOLLA GÜRANİ,FATİH,21.01,33.38,26.07
526,MOLLA HÜSREV,FATİH,19.82,33.53,25.91
527,MUHSİNE HATUN,FATİH,29.86,37.23,35.56
528,MURAT ÇESME,BÜYÜKÇEKMECE,58.08,70.4,64.96
529,MURATBEY MERKEZ,ÇATALCA,74.32,75.74,74.59
530,MURATPAŞA,BAYRAMPAŞA,18.12,29.98,22.96
531,MURATREİS,ÜSKÜDAR,20.27,31.04,24.84
532,MUSTAFA KEMAL,ATAŞEHİR,29.17,44.28,36.84
533,MUSTAFA KEMAL PAŞA,ARNAVUTKÖY,34.65,43.75,38.95
534,MUSTAFA KEMALPAŞA,AVCILAR,29.95,42.58,35.0
535,MİMAR HAYRETTİN,FATİH,22.22,25.98,25.05
536,MİMAR KEMALETTİN,FATİH,23.98,32.93,29.21
537,MİMAR SİNAN,ATAŞEHİR,26.51,48.47,36.41
538,MİMAR SİNAN,BÜYÜKÇEKMECE,43.56,57.78,52.17
539,MİMAR SİNAN,ESENLER,34.82,48.2,41.05
540,MİMAR SİNAN,SULTANBEYLİ,65.18,65.23,66.4
541,MİMAR SİNAN,TUZLA,88.9,91.62,92.12
542,MİMAR SİNAN,ÇEKMEKÖY,32.73,46.15,39.48
543,MİMAR SİNAN,ÜSKÜDAR,17.84,27.33,21.93
544,MİMAROBA,BÜYÜKÇEKMECE,53.22,70.09,62.44
545,MİTHATPAŞA,EYÜPSULTAN,41.14,45.74,43.36
546,NAKKAŞ,ÇATALCA,99.36,90.58,95.52
547,NAMIK KEMAL,ÜMRANİYE,20.07,31.37,24.87
548,NECİP FAZIL,SULTANBEYLİ,35.04,37.81,36.26
549,NECİP FAZIL,ÜMRANİYE,23.98,38.8,29.96
550,NECİP FAZIL KISAKÜREK,ESENYURT,38.05,57.54,47.78
551,NENEHATUN,ARNAVUTKÖY,32.02,41.44,36.1
552,NURTEPE,KAĞITHANE,32.9,50.71,42.03
553,NURİPAŞA,ZEYTİNBURNU,25.9,34.52,31.06
554,NİNE HATUN,ESENLER,18.59,25.61,21.6
555,NİSBETİYE,BEŞİKTAŞ,25.87,43.45,33.28
556,NİZAM,ADALAR,50.32,59.82,56.36
557,NİŞANCA,FATİH,31.12,41.92,38.38
558,NİŞANCI,EYÜPSULTAN,27.82,46.88,35.73
559,NİŞANTEPE,ÇEKMEKÖY,78.51,77.05,79.59
560,ODAYERİ,EYÜPSULTAN,89.58,81.68,86.06
561,OKLALI,ÇATALCA,75.41,78.45,76.18
562,ORHAN GAZİ,ESENYURT,46.36,56.91,51.89
563,ORHANGAZİ,PENDİK,53.6,66.88,61.48
564,ORHANGAZİ,SULTANBEYLİ,35.04,37.81,36.26
565,ORHANLI,TUZLA,36.06,50.93,41.85
566,ORHANTEPE,KARTAL,29.18,39.51,34.18
567,ORMANLI,ÇATALCA,53.14,60.21,56.45
568,ORTA,BAYRAMPAŞA,29.3,46.14,36.81
569,ORTA,KARTAL,29.39,43.82,35.63
570,ORTA,PENDİK,34.04,60.81,45.22
571,ORTA,TUZLA,61.42,75.18,68.79
572,ORTABAYIR,KAĞITHANE,18.52,31.18,24.04
573,ORTAKÖY,BEŞİKTAŞ,39.17,59.07,48.43
574,ORTAKÖY,SİLİVRİ,91.97,88.76,91.12
575,ORUÇOĞLU,ŞİLE,53.14,60.21,56.45
576,ORUÇREİS,ESENLER,31.69,43.55,37.81
577,OSMANAĞA,KADIKÖY,21.26,30.86,25.95
578,OSMANGAZİ,ESENYURT,44.33,56.42,50.55
579,OSMANGAZİ,SANCAKTEPE,34.53,44.99,39.59
580,OSMANKÖY,ŞİLE,53.14,60.21,56.45
581,OSMANİYE,BAKIRKÖY,23.23,33.73,28.85
582,OVACIK,ŞİLE,77.22,77.53,77.33
583,OVAYENİCE,ÇATALCA,90.86,88.3,90.59
584,PARSELLER,ÜMRANİYE,31.82,37.22,34.72
585,PAŞA,ŞİŞLİ,26.25,32.6,28.99
586,PAŞABAHÇE,BEYKOZ,46.84,54.67,48.81
587,PAŞAKÖY,SANCAKTEPE,95.99,85.67,92.01
588,PAŞAMANDIRA,BEYKOZ,96.76,86.96,92.51
589,PETROL İŞ,KARTAL,29.15,38.17,33.33
590,PINAR,ESENYURT,31.3,50.91,39.23
591,PINAR,SARIYER,36.16,49.67,42.64
592,PINARTEPE,BÜYÜKÇEKMECE,25.23,35.52,29.31
593,POLONEZKÖY,BEYKOZ,53.14,60.21,56.45
594,POLİGON,SARIYER,36.7,47.07,42.0
595,POSTANE,TUZLA,34.97,38.28,37.04
596,POYRAZKÖY,BEYKOZ,99.92,88.3,94.86
597,PTT EVLERİ,SARIYER,37.72,43.68,39.71
598,PİRİ MEHMET PAŞA,SİLİVRİ,45.5,56.93,51.99
599,PİRİ REİS,ESENYURT,42.36,61.37,51.68
600,PİRİNÇÇİ,EYÜPSULTAN,37.58,48.98,43.12
601,PİRİPAŞA,BEYOĞLU,22.46,40.19,29.7
602,PİYALEPAŞA,BEYOĞLU,32.04,44.8,37.74
603,RAMAZANOĞLU,PENDİK,35.24,49.63,40.65
604,RAMİ CUMA,EYÜPSULTAN,18.81,27.64,22.35
605,RAMİ YENİ,EYÜPSULTAN,17.44,25.77,20.71
606,RASİMPAŞA,KADIKÖY,22.41,31.13,26.47
607,REŞADİYE,ÇEKMEKÖY,93.3,86.27,90.83
608,REŞİTPAŞA,SARIYER,30.32,39.27,34.51
609,RUMELİ KAVAĞI,SARIYER,22.73,26.64,24.09
610,RUMELİFENERİ,SARIYER,101.22,89.92,96.38
611,RÜSTEMPAŞA,FATİH,17.47,29.03,22.71
612,RÜZGARLIBAHÇE,BEYKOZ,48.25,60.55,51.87
613,RİVA,BEYKOZ,45.17,43.01,45.02
614,SAADETDERE,ESENYURT,24.06,40.36,29.68
615,SAFA,SANCAKTEPE,29.58,46.1,35.58
616,SAHRAYICEDİT,KADIKÖY,25.49,50.62,36.64
617,SAHİL,BEYLİKDÜZÜ,28.13,33.12,30.55
618,SAHİLKÖY,ŞİLE,53.14,60.21,56.45
619,SAKARYA,EYÜPSULTAN,24.52,35.54,28.78
620,SAKIZAĞACI,BAKIRKÖY,26.03,39.3,34.65
621,SALACAK,ÜSKÜDAR,23.99,32.11,27.91
622,SANAYİ,GÜNGÖREN,24.0,35.51,29.57
623,SANCAKTEPE,BAĞCILAR,15.88,24.96,19.58
624,SAPAN BAĞLARI,PENDİK,37.75,68.07,52.96
625,SARAY,ÜMRANİYE,44.7,85.6,61.84
626,SARAÇ İSHAK,FATİH,22.58,27.02,25.61
627,SARIGAZİ,SANCAKTEPE,21.41,34.82,26.54
628,SARIGÖL,GAZİOSMANPAŞA,20.54,28.66,23.72
629,SARIYER MERKEZ,SARIYER,22.32,34.26,27.78
630,SARIYER YENİMAHALLE,SARIYER,22.32,34.26,27.78
631,SATMAZLI,ŞİLE,75.96,82.18,78.86
632,SAYALAR,SİLİVRİ,53.14,60.21,56.45
633,SAZLIBOSNA,ARNAVUTKÖY,49.39,53.05,51.4
634,SELAHADDİN EYYUBİ,ESENYURT,45.64,58.68,52.9
635,SELİMPAŞA,SİLİVRİ,56.04,61.26,58.28
636,SELİMİYE,ÜSKÜDAR,28.28,37.91,32.21
637,SEMİZKUMLAR,SİLİVRİ,85.33,84.2,84.9
638,SEYMEN,SİLİVRİ,94.69,87.64,91.9
639,SEYRANTEPE,KAĞITHANE,27.25,48.19,37.26
640,SEYYİD ÖMER,FATİH,22.33,28.43,25.52
641,SEYİTNİZAM,ZEYTİNBURNU,21.44,30.18,25.32
642,SIRAPINAR,ÇEKMEKÖY,68.22,68.02,68.07
643,SOFULAR,ŞİLE,77.12,76.32,76.7
644,SORTULLU,ŞİLE,53.14,60.21,56.45
645,SOĞANLI,BAHÇELİEVLER,14.74,20.52,16.98
646,SOĞANLIK YENİ,KARTAL,35.61,52.95,42.61
647,SOĞUKPINAR,ÇEKMEKÖY,40.61,61.41,50.6
648,SOĞULLU,ŞİLE,53.14,60.21,56.45
649,SUADİYE,KADIKÖY,24.52,34.02,28.78
650,SUBAŞI,ÇATALCA,49.54,54.36,51.8
651,SULTAN AHMET,FATİH,23.73,29.09,26.21
652,SULTAN SELİM,KAĞITHANE,20.92,33.15,26.17
653,SULTANTEPE,ÜSKÜDAR,19.61,31.0,24.27
654,SULTANÇİFTLİĞİ,SULTANGAZİ,37.0,45.47,40.32
655,SULTANÇİFTLİĞİ,ÇEKMEKÖY,67.43,75.47,71.97
656,SULTANİYE,ESENYURT,33.14,55.53,42.7
657,SURURİ,FATİH,15.76,21.16,18.2
658,SURURİ MEHMET EFENDİ,BEYOĞLU,22.37,33.58,27.5
659,SÖĞÜTLÜ ÇEŞME,KÜÇÜKÇEKMECE,28.04,33.89,30.7
660,SÜLEYMANİYE,ESENYURT,22.96,47.21,32.55
661,SÜLEYMANİYE,FATİH,18.16,31.14,23.95
662,SÜLÜNTEPE,PENDİK,28.57,43.43,34.25
663,SÜMBÜL EFENDİ,FATİH,32.55,40.35,38.41
664,SÜMER,ZEYTİNBURNU,21.01,29.77,24.71
665,SÜTLÜCE,BEYOĞLU,28.97,60.87,43.24
666,SİLAHTARAĞA,EYÜPSULTAN,25.04,36.16,29.37
667,SİNANOBA,BÜYÜKÇEKMECE,58.08,70.4,64.96
668,SİNANPAŞA,BEŞİKTAŞ,20.14,31.68,25.33
669,SİTE,ÜMRANİYE,27.69,38.88,32.93
670,TAHTAKALE,AVCILAR,37.9,68.67,50.4
671,TAHTAKALE,FATİH,17.47,29.03,22.71
672,TALATPAŞA,KAĞITHANE,37.62,59.75,48.53
673,TANTAVİ,ÜMRANİYE,25.43,37.41,31.1
674,TARABYA,SARIYER,29.44,39.15,33.78
675,TATLISU,ÜMRANİYE,25.78,44.66,33.81
676,TAYAKADIN,ARNAVUTKÖY,72.77,75.95,73.46
677,TAŞDELEN,ÇEKMEKÖY,60.16,73.29,67.2
678,TAŞOLUK,ARNAVUTKÖY,33.5,45.22,38.43
679,TEKE,ŞİLE,53.14,60.21,56.45
680,TELSİZ,ZEYTİNBURNU,18.47,24.08,20.84
681,TELSİZLER,KAĞITHANE,16.56,22.92,19.13
682,TEPEÖREN,TUZLA,61.42,75.18,68.79
683,TEPEÜSTÜ,ÜMRANİYE,21.48,29.11,24.89
684,TERAZİDERE,BAYRAMPAŞA,25.79,34.22,29.68
685,TERKOS,ARNAVUTKÖY,80.3,78.48,79.04
686,TEVFİKBEY,KÜÇÜKÇEKMECE,17.56,26.67,21.34
687,TEŞVİKİYE,ŞİŞLİ,15.97,24.24,19.62
688,TOKATKÖY,BEYKOZ,36.32,39.75,38.11
689,TOPAĞACI,ÜMRANİYE,26.75,26.21,26.72
690,TOPKAPI,FATİH,32.88,54.08,42.31
691,TOPÇULAR,EYÜPSULTAN,26.26,41.62,32.83
692,TOZKOPARAN,GÜNGÖREN,26.96,44.03,35.22
693,TUNA,ESENLER,26.25,43.68,33.66
694,TURGUT REİS,ESENLER,31.04,37.64,33.92
695,TURGUT REİS,SULTANBEYLİ,46.11,66.03,55.3
696,TURGUT ÖZAL,ESENYURT,26.15,44.03,34.06
697,TÜRKALİ,BEŞİKTAŞ,18.27,27.76,22.4
698,TÜRKOBA,BÜYÜKÇEKMECE,65.14,71.37,68.76
699,ULUPELİT,ŞİLE,53.14,60.21,56.45
700,ULUS,BEŞİKTAŞ,26.49,44.61,34.28
701,ULUS,BÜYÜKÇEKMECE,55.65,65.83,61.12
702,USKUMRUKÖY,SARIYER,69.65,69.92,70.08
703,UĞUR MUMCU,KARTAL,53.46,65.49,59.2
704,UĞUR MUMCU,SULTANGAZİ,21.75,32.36,26.07
705,VALİDE-İ ATİK,ÜSKÜDAR,19.98,32.25,24.97
706,VATAN,BAYRAMPAŞA,26.86,38.43,32.11
707,VELİBABA,PENDİK,25.65,42.81,32.67
708,VELİEFENDİ,ZEYTİNBURNU,20.07,30.96,24.99
709,VEYSEL KARANİ,SANCAKTEPE,35.4,46.29,41.04
710,VİŞNEZADE,BEŞİKTAŞ,17.57,27.69,22.2
711,YAHYA KAHYA,BEYOĞLU,21.84,33.09,27.01
712,YAHYA KEMAL,KAĞITHANE,22.68,30.79,26.33
713,YAKA,ŞİLE,53.14,60.21,56.45
714,YAKACIK ÇARŞI,KARTAL,62.16,71.0,66.91
715,YAKUPLU,BEYLİKDÜZÜ,47.04,64.45,56.23
716,YALI,KARTAL,37.75,68.07,52.96
717,YALI,MALTEPE,30.58,38.73,34.79
718,YALIKÖY,BEYKOZ,32.63,42.54,36.99
719,YALIKÖY,ÇATALCA,53.14,60.21,56.45
720,YAMANEVLER,ÜMRANİYE,20.24,38.3,28.67
721,YARIMBURGAZ,KÜÇÜKÇEKMECE,46.79,49.21,47.52
722,YASSIÖREN,ARNAVUTKÖY,34.76,35.11,35.24
723,YAVUZ SELİM,BAĞCILAR,16.82,26.35,20.92
724,YAVUZ SELİM,BEYKOZ,104.23,102.39,101.66
725,YAVUZ SELİM,ESENLER,28.01,35.55,31.51
726,YAVUZ SELİM,SULTANBEYLİ,51.34,60.98,55.69
727,YAVUZ SULTAN SELİM,FATİH,24.85,40.94,31.84
728,YAVUZ SİNAN,FATİH,20.38,33.09,26.19
729,YAVUZTÜRK,ÜSKÜDAR,23.0,32.7,27.59
730,YAYALAR,PENDİK,34.9,50.04,41.03
731,YAYLA,SULTANGAZİ,36.95,46.66,41.45
732,YAYLA,TUZLA,62.63,69.52,66.74
733,YAYLACIK,ÇATALCA,53.14,60.21,56.45
734,YAYLALI,ŞİLE,53.14,60.21,56.45
735,YAZIMANAYIR,ŞİLE,53.14,60.21,56.45
736,YAZLIK,ÇATALCA,53.14,60.21,56.45
737,YEDİKULE,FATİH,28.48,38.17,33.73
738,YENİ,PENDİK,37.75,68.07,52.96
739,YENİ MAHALLE,BEYKOZ,24.73,30.08,26.94
740,YENİ MAHALLE,GAZİOSMANPAŞA,19.2,28.83,22.98
741,YENİ MAHALLE,KÜÇÜKÇEKMECE,17.44,22.92,19.67
742,YENİ ÇAMLICA,ATAŞEHİR,29.13,64.3,44.9
743,YENİBOSNA MERKEZ,BAHÇELİEVLER,26.63,49.9,36.81
744,YENİDOĞAN,GAZİOSMANPAŞA,17.32,25.2,20.35
745,YENİDOĞAN,SANCAKTEPE,27.89,45.11,34.48
746,YENİDOĞAN,ZEYTİNBURNU,28.85,34.84,31.92
747,YENİGÜN,BAĞCILAR,16.43,23.48,19.1
748,YENİKÖY,ARNAVUTKÖY,53.14,60.21,56.45
749,YENİKÖY,SARIYER,26.63,37.22,31.37
750,YENİKÖY,ŞİLE,65.92,64.88,65.95
751,YENİMAHALLE,BAKIRKÖY,21.28,31.61,27.59
752,YENİMAHALLE,BAĞCILAR,19.09,31.02,23.79
753,YENİMAHALLE,BÜYÜKÇEKMECE,67.41,73.73,72.26
754,YENİSAHRA,ATAŞEHİR,26.88,43.73,34.5
755,YENİŞEHİR,ATAŞEHİR,34.97,70.98,51.13
756,YENİŞEHİR,BEYOĞLU,20.59,27.79,23.83
757,YENİŞEHİR,PENDİK,39.28,50.7,44.49
758,YENİŞEHİR,ÜMRANİYE,31.63,52.53,42.2
759,YEŞİLBAYIR,ARNAVUTKÖY,51.37,70.76,61.0
760,YEŞİLBAĞLAR,PENDİK,33.13,75.95,53.37
761,YEŞİLCE,KAĞITHANE,23.38,44.05,33.23
762,YEŞİLKENT,AVCILAR,46.76,68.6,56.6
763,YEŞİLKENT,ESENYURT,39.39,60.85,49.69
764,YEŞİLKÖY,BAKIRKÖY,27.65,32.26,30.01
765,YEŞİLOVA,KÜÇÜKÇEKMECE,21.33,32.91,26.44
766,YEŞİLPINAR,EYÜPSULTAN,18.92,24.8,20.92
767,YEŞİLVADİ,ŞİLE,80.69,81.06,80.13
768,YILDIRIM,BAYRAMPAŞA,34.03,52.17,41.82
769,YILDIZ,BEŞİKTAŞ,20.14,31.68,25.33
770,YILDIZTABYA,GAZİOSMANPAŞA,20.95,26.78,23.03
771,YILDIZTEPE,BAĞCILAR,21.25,29.99,24.73
772,YOLÇATI,SİLİVRİ,78.5,76.5,79.04
773,YUKARI,KARTAL,23.56,30.09,26.05
774,YUKARI DUDULLU,ÜMRANİYE,23.46,36.84,28.71
775,YUNUS,KARTAL,35.34,57.13,44.6
776,YUNUS EMRE,ARNAVUTKÖY,28.51,31.52,29.84
777,YUNUS EMRE,ESENYURT,39.66,58.38,48.09
778,YUNUS EMRE,SANCAKTEPE,57.24,72.26,65.64
779,YUNUS EMRE,SULTANGAZİ,29.8,41.75,34.59
780,ZAFER,BAHÇELİEVLER,13.09,22.01,16.33
781,ZAFER,ESENYURT,41.53,57.09,48.56
782,ZEKERİYAKÖY,SARIYER,33.59,43.05,38.2
783,ZERZAVATÇI,BEYKOZ,60.85,64.0,62.78
784,ZEYNEP KAMİL,ÜSKÜDAR,25.05,38.92,30.45
785,ZEYREK,FATİH,23.43,38.08,29.85
786,ZUHURATBABA,BAKIRKÖY,24.28,38.59,30.48
787,ZÜBEYDE HANIM,SULTANGAZİ,27.41,30.72,28.48
788,ZÜHTÜPAŞA,KADIKÖY,26.45,41.49,33.93
789,ZÜMRÜTEVLER,MALTEPE,30.18,52.95,39.61
790,ZİYA GÖKALP,BAŞAKŞEHİR,32.3,41.49,36.09
791,ÇAKIL,ÇATALCA,41.01,50.37,44.82
792,ÇAKMAK,ÜMRANİYE,27.9,47.95,36.66
793,ÇAKMAKLI,BÜYÜKÇEKMECE,37.59,53.91,43.92
794,ÇAMLIBAHÇE,BEYKOZ,34.21,40.88,37.26
795,ÇAMLIK,PENDİK,33.47,46.22,38.9
796,ÇAMLIK,ÇEKMEKÖY,44.92,58.21,52.42
797,ÇAMLIK,ÜMRANİYE,29.26,45.7,36.4
798,ÇAMLITEPE,SARIYER,37.74,45.61,40.4
799,ÇAMÇEŞME,PENDİK,31.73,66.72,46.63
800,ÇANAKÇA,ÇATALCA,74.93,76.74,75.41
801,ÇANTA SANCAKTEPE,SİLİVRİ,74.02,76.01,74.75
802,ÇATAKLI,ŞİLE,53.14,60.21,56.45
803,ÇATALMEŞE,ÇEKMEKÖY,97.56,91.56,96.5
804,ÇATMA MESCİT,BEYOĞLU,20.75,29.75,25.18
805,ÇAVUŞ,ŞİLE,66.8,65.18,66.34
806,ÇAVUŞOĞLU,KARTAL,35.78,43.28,39.4
807,ÇAYIRBAŞI,SARIYER,34.21,35.71,34.23
808,ÇAYIRBAŞI,ŞİLE,65.92,64.88,65.95
809,ÇAYIRDERE,SİLİVRİ,53.14,60.21,56.45
810,ÇAĞLAYAN,KAĞITHANE,18.97,27.42,22.84
811,ÇELEBİ,ŞİLE,53.14,60.21,56.45
812,ÇELTİK,SİLİVRİ,72.07,71.81,73.23
813,ÇELİKTEPE,KAĞITHANE,21.58,31.97,26.11
814,ÇENGELDERE,BEYKOZ,66.74,69.81,68.75
815,ÇENGELKÖY,ÜSKÜDAR,22.52,32.08,26.83
816,ÇENGİLLİ,ŞİLE,53.14,60.21,56.45
817,ÇINAR,BAĞCILAR,15.27,23.22,18.72
818,ÇINAR,ESENYURT,32.65,50.32,40.94
819,ÇINAR,MALTEPE,27.0,46.7,35.48
820,ÇINARDERE,PENDİK,30.37,52.06,39.62
821,ÇIRPICI,ZEYTİNBURNU,22.44,35.76,29.09
822,ÇIRÇIR,EYÜPSULTAN,23.09,29.63,25.53
823,ÇOBANÇEŞME,BAHÇELİEVLER,14.99,23.88,18.47
824,ÇUBUKLU,BEYKOZ,38.1,44.4,40.25
825,ÇUKUR,BEYOĞLU,20.85,29.74,25.13
826,ÇİFTALAN,EYÜPSULTAN,96.96,86.09,92.22
827,ÇİFTE HAVUZLAR,ESENLER,33.04,44.61,39.0
828,ÇİFTLİK,BEYKOZ,58.7,99.85,73.48
829,ÇİFTLİKKÖY,ÇATALCA,53.14,60.21,56.45
830,ÇİLİNGİR,ARNAVUTKÖY,45.63,48.73,47.51
831,ÖMER AVNİ,BEYOĞLU,19.5,31.68,25.49
832,ÖMERLİ,ARNAVUTKÖY,51.91,69.16,59.38
833,ÖMERLİ,ÇEKMEKÖY,71.61,71.39,71.36
834,ÖRCÜNLÜ,ÇATALCA,80.75,83.32,80.96
835,ÖRENCİK,ÇATALCA,53.14,60.21,56.45
836,ÖRNEK,ATAŞEHİR,25.11,39.56,31.37
837,ÖRNEKKÖY,BEYKOZ,70.53,69.93,71.13
838,ÖRNEKTEPE,BEYOĞLU,26.08,48.89,36.33
839,ÖĞÜMCE,BEYKOZ,95.95,82.9,90.15
840,ÜNALAN,ÜSKÜDAR,32.03,62.03,46.16
841,ÜNİVERSİTE,AVCILAR,35.56,48.0,40.37
842,ÜVEZLİ,ŞİLE,83.74,82.43,82.74
